index,clinical,EGFR,CDH1,ESR1,GATA3,H3F3B,MKI67,ACTA2,VIM,CASP3,ERBB2,TP53,KRT19,PGR,MYC,FN1,KRT14,SNAI2,MS4A1,VWF,KRT5,CD44,PTPRC,CD68,CD3E,CA9,KRT8,KRT7,RPS6
TCGA-BH-A0H5,not_cohort,0.4183,-0.3279,0.279,0.0656,-0.3681,-0.3058,-0.4887,0.4904,0.5365,-0.2528,0.4929,0.1359,0.3368,0.3752,-0.4282,0.585,0.998,2.2713,0.9775,-0.075,0.7733,2.3291,1.2807,2.212,-1.1134,-0.2101,0.4557,0.5371
TCGA-BH-A0H6,not_cohort,0.6582,0.3289,0.5341,0.0973,-0.1591,-1.2242,-0.0998,0.33,-0.1305,-0.3064,0.2877,0.7595,1.8133,-0.3962,0.8946,-0.8017,0.6172,-0.9295,-0.3431,1.117,0.4947,-0.8756,-0.6162,-1.4246,-1.2584,1.3962,-0.8113,-0.6404
TCGA-BH-A0H7,not_cohort,0.1854,1.0535,0.3946,0.0468,0.6828,-0.3493,0.4249,0.6582,0.2933,-0.4163,-0.4616,1.2478,0.8681,-0.5569,1.4603,0.3925,1.2433,0.3557,0.328,1.0131,-1.3803,-0.46,0.73,-0.1882,0.3345,2.1205,0.4333,-0.9417
TCGA-BH-A0H9,not_cohort,-0.2861,1.244,0.8374,0.5072,-0.9194,-0.5516,-0.7443,-0.8501,0.8859,-0.1789,0.5223,0.6167,-0.0439,0.1713,0.1338,0.3867,-0.7525,0.0082,0.3591,-0.2248,-1.4169,-0.4945,-0.5661,-0.4529,-1.2584,1.4132,0.2467,-0.1039
TCGA-BH-A0HA,cohort,-0.065783333,1.0158,0.0363,0.7226,0.1419,-0.7862,1.1509,0.8064,0.1017,-0.1191,-0.1747,0.6225,0.582,-0.5647,0.6772,0.6598,1.3797,0.18105,0.7269,-1.2688,-0.8709,0.3396,-0.1013,0.8199,-1.2584,0.44,0.6712,0.3469
TCGA-BH-A0HB,not_cohort,-0.3876,1.0451,1.0467,0.5563,1.8588,0.2327,-0.3474,0.0458,0.8625,-0.3203,-0.2133,0.7482,0.6007,-0.1356,-0.2534,0.7412,0.0652,0.3453,-0.5863,-0.4719,0.8957,0.2676,0.6629,1.0226,-0.1193,0.5789,1.3263,0.3694
TCGA-BH-A0HF,not_cohort,0.3857,0.8635,0.6681,0.2693,0.1711,-0.3931,0.7044,0.907,0.133,-0.3641,0.1333,0.178,0.1012,-0.2975,0.7187,0.8987,0.9319,0.5267,1.3537,-0.8056,0.4109,0.102,1.4362,0.0074,0.1596,0.2525,1.7184,0.7055
TCGA-BH-A0HI,cohort,-0.143883333,0.3644,0.8633,0.5681,-0.6874,-0.96,0.4544,-0.0522,0.3054,-0.0536,0.2755,0.4546,0.7927,-0.3351,0.3268,-0.0724,-0.0204,-0.2008,0.467,0.0715,-0.2922,-0.5534,-0.2905,-0.4844,-1.1216,0.0012,-0.1706,0.0411
TCGA-BH-A0HK,not_cohort,0.3767,0.1438,0.6032,0.877,-1.3789,-0.477,-0.8305,0.0556,-0.4909,0.046,-0.1313,-0.4375,-1.198,1.3473,-0.69,0.4358,0.1151,-0.3696,1.6815,0.2365,1.4394,-0.2712,-0.5111,-0.1262,0.2523,-0.2962,1.4223,1.7821
TCGA-BH-A0HL,not_cohort,-0.82,0.8978,0.8699,0.5354,-0.2172,0.2929,-0.5518,-1.853,-1.3699,0.0332,-0.6722,-0.1285,0.5309,-0.1061,-0.3683,-1.8567,-1.4635,-1.6602,-1.5537,-1.884,-2.7726,-2.7505,-1.6304,-2.6228,-0.6578,-0.5266,-2.6034,-0.8813
TCGA-BH-A0HN,not_cohort,-2.1128,0.1729,0.9015,0.7567,-0.803,-1.2835,-3.0947,-2.2587,-0.4468,0.37,-0.0884,0.5318,0.3704,-1.5095,-1.7089,-1.2441,-2.0559,-1.6987,-0.7124,-0.73,-0.2058,-1.3784,-1.17,-2.1806,0.0968,0.372,-1.232,0.9386
TCGA-BH-A0HO,not_cohort,-0.7149,-0.4329,0.3621,0.4705,-1.0347,-0.0099,-0.7581,-1.0134,-1.3481,-0.2848,0.0691,-0.3516,1.0987,0.559,-0.4114,-0.3205,-0.3117,-0.4889,-0.4693,-0.523,0.3643,0.4134,0.7586,-0.4437,-1.2584,-0.7287,-0.4936,0.9202
TCGA-BH-A0HP,not_cohort,0.7799,-1.5605,0.6465,0.577,-1.8046,0.1061,0.2651,0.2178,0.6134,-0.2555,-0.2487,0.1279,-0.3289,-0.0905,-0.4768,0.7201,0.4953,-0.6146,1.0138,0.6993,0.5606,0.2668,-0.2333,0.1015,-1.2584,-0.191,0.7247,1.5592
TCGA-BH-A0HQ,not_cohort,0.5102,0.2555,0.712,0.6024,-0.9135,-0.5147,0.8177,-0.1012,-0.9941,0.5535,1.0263,0.9794,0.8955,-0.6348,0.6556,0.8719,0.2238,-1.2813,0.5001,1.0633,0.2634,-0.6308,0.211,-0.6826,-0.8206,0.535,0.7742,0.0254
TCGA-BH-A0HU,not_cohort,-0.6396,0.252,0.4498,0.3144,-1.6478,0.879,0.2332,-1.1803,-0.6618,-0.1114,0.4967,0.536,0.2416,-0.1359,-0.5847,-0.3743,-0.9208,-0.625,-0.8074,0.7021,-0.2715,-0.8844,-0.9837,0.0644,-0.3189,0.3726,-0.4196,1.2517
TCGA-BH-A0HW,not_cohort,-1.6969,0.6842,1.0395,1.2156,1.016,-0.065,-1.4093,-2.0232,-1.5152,0.7388,-0.275,1.8942,-1.438,0.4194,-0.9665,-1.8894,-1.3917,-1.6625,-0.2494,-0.6766,1.6881,-2.2112,-2.0469,-2.9571,-1.1404,0.4542,-2.11,0.6283
TCGA-BH-A0HX,not_cohort,-0.3194,0.7226,0.4751,0.5028,1.2881,0.1656,0.4383,0.4672,-0.1512,-0.1171,0.4392,0.7307,-0.0745,1.3,0.6754,0.148,0.0102,-0.1576,0.2333,-0.1237,-0.9347,-0.242,-0.2072,0.0572,-0.5308,0.4946,1.081,0.2497
TCGA-BH-A0W3,not_cohort,-1.0851,0.3081,1.0073,0.5355,1.1842,0.6273,-2.0766,-1.9409,-0.4563,0.3365,-0.0601,0.5627,0.7758,-1.5285,-0.9624,-1.9768,-1.6252,-1.5746,-0.7284,-1.1526,-0.4977,-0.3783,-0.3305,-1.1966,-1.2584,-0.1423,-1.0973,-1.6704
TCGA-BH-A0W4,not_cohort,0.617,0.5307,0.1843,0.8468,0.0272,0.1022,0.6873,0.1439,-0.4314,0.0822,0.0566,0.264,1.4514,0.6285,0.7652,0.6652,1.0156,-0.818,1.1534,0.2438,0.7461,-1.0785,-0.8967,-1.3275,0.4604,0.3637,0.7891,0.2699
TCGA-BH-A0W7,cohort,-0.036783333,0.1442,-0.2196,0.2851,0.3601,0.0955,1.5261,0.5539,0.7446,-0.6,0.5031,0.4159,0.0707,-0.5443,0.6166,0.3129,0.8633,0.6248,0.1126,0.7175,-0.8769,1.1299,0.9436,1.2656,-1.1022,0.5053,0.1744,0.4656
TCGA-BH-A18F,not_cohort,0.6887,-1.8975,0.1238,0.3683,-1.604,1.1107,0.147,0.2375,0.0224,-0.8656,0.4501,-0.1051,-0.1677,0.1563,0.4851,0.4745,0.2621,0.6713,1.3981,0.5635,-0.6701,0.4785,-0.4215,0.6306,0.1063,0.5052,0.4701,0.3559
TCGA-BH-A18J,not_cohort,-0.9274,0.3638,0.2084,0.4814,-0.5568,1.0664,0.8858,0.1115,-0.6066,-0.2071,0.5152,0.2075,-0.1012,-1.4193,1.2179,-0.1178,0.1029,-1.9118,0.1498,0.2885,-1.3112,-0.8275,-0.1175,-0.9492,0.3835,0.4738,0.1622,0.1137
TCGA-BH-A18K,not_cohort,-0.2849,0.5574,0.3521,0.6697,-1.1207,0.1245,0.9357,0.3382,0.0778,-0.3358,0.7263,0.8007,0.4079,-0.2448,0.7424,0.3079,1.2345,-0.3153,0.5872,0.6768,-1.5872,-0.7075,-0.2028,-0.5888,0.6037,0.7353,0.1152,0.0666
TCGA-BH-A18L,not_cohort,-1.1957,0.4105,0.7612,0.2271,1.7866,1.473,-1.9416,-2.0864,-0.5855,0.3867,-1.0139,0.6976,0.5054,1.4762,-1.9875,-0.8812,-2.3725,-0.7844,0.3745,0.468,-2.1958,-0.5803,-0.4659,-0.9035,-1.2584,-0.2153,-0.9547,-1.8662
TCGA-BH-A18N,not_cohort,-1.4348,0.3966,1.0588,0.4203,0.5751,-0.5391,-0.1034,-0.9992,-0.7043,0.0349,0.6983,0.5919,1.6905,-0.642,-0.4192,-0.6166,-0.7342,-1.4496,0.175,-1.2004,1.8352,-0.6463,-0.3129,-1.7064,-0.805,0.1726,-0.8261,-0.8857
TCGA-BH-A18S,not_cohort,-1.9507,1.0849,0.8299,0.8095,0.6203,-2.1756,-1.3181,-1.771,-0.9084,0.4468,-1.3796,0.5575,0.8181,-0.3947,-1.1541,-2.0079,-1.8117,-1.0962,-0.5507,0.4766,1.1613,-0.7276,-0.6915,-0.9754,-1.1301,-0.335,-2.0472,-0.5691
TCGA-BH-A1EO,not_cohort,0.3064,0.6402,0.5726,0.3142,-0.9025,-0.4925,0.2106,0.8867,-0.1407,-0.5903,0.2019,-0.9193,1.8435,-0.7013,1.4452,-0.9745,1.1968,-0.4522,0.147,-2.7606,1.3777,0.8569,1.033,0.0094,-1.053,-1.3362,-0.8529,-0.5847
TCGA-BH-A1ES,not_cohort,0.0608,1.0101,-0.1955,0.3152,6.4532,-1.6025,-0.8819,-1.5952,-1.1005,0.3177,-1.5331,1.4896,0.3924,0.3934,-1.1332,-2.4463,-1.2247,-1.52,-0.4137,0.2012,0.5215,-2.2037,0.0291,-1.8026,0.695,-0.3929,-2.6034,0.196
TCGA-BH-A1ET,not_cohort,0.3136,0.3567,0.9257,0.5786,-0.0538,-1.2464,-0.3895,-0.8787,1.4584,-0.1819,0.1451,-0.5739,1.2181,-1.563,0.1326,-0.0328,0.5226,0.1774,0.7329,-1.8267,-0.5979,0.478,-0.891,-0.1895,-1.2584,-0.9136,-0.0001,-0.4404
TCGA-BH-A1EU,not_cohort,1.0272,-0.1072,0.9672,0.1405,-1.272,-0.5171,-0.3411,0.5131,-0.0285,-1.0731,0.0291,-1.5657,1.4459,-0.2449,0.1684,0.3851,0.751,1.9938,1.6274,-0.2133,0.6307,1.8684,1.2849,0.9469,-1.1732,-0.6532,0.2481,-0.015
TCGA-BH-A1EY,not_cohort,0.1111,0.2856,0.5915,-0.0953,-0.356,-0.7742,-0.74,0.2302,0.4167,-0.5237,0.0416,-0.8065,0.7665,-1.8259,0.5125,-2.4463,1.0398,0.5623,-0.0871,-0.211,-0.1844,1.0563,1.1983,0.7539,-1.2584,-1.0285,-1.6587,-1.755
TCGA-BH-A1F0,not_cohort,0.9153,-0.5144,-1.3334,-2.246,0.335,0.4821,-0.1601,1.0045,1.1015,-0.8585,-1.0833,-0.6298,-0.824,0.6389,-0.0394,0.6469,0.1409,1.8221,1.9589,0.4264,1.0725,1.868,1.7118,1.0995,0.1988,-2.2321,0.5573,0.8068
TCGA-BH-A1F5,not_cohort,-0.6239,0.593,0.9909,1.0676,0.3868,-1.2791,-0.6542,-1.1557,0.6726,-0.9333,0.6241,-0.4073,1.2535,-0.5138,-0.1586,-0.9704,-0.0804,0.0216,-2.4225,-0.2083,1.4835,-0.6236,-1.7009,-0.9789,-1.2584,0.1499,-0.8935,-1.0382
TCGA-BH-A1FB,cohort,0.188683333,0.1148,0.4774,-0.0094,-0.0518,-0.9473,0.547,0.4121,-0.4798,-0.3949,0.3535,-0.2963,1.5244,0.4912,0.6691,1.0332,0.6024,0.87995,0.6667,0.1376,0.9574,1.6541,0.1015,1.0992,0.0018,0.073,0.9463,0.1538
TCGA-BH-A1FD,not_cohort,-0.5697,-0.3262,0.8691,0.125,-0.0252,0.6594,-0.3367,-0.5328,-1.4424,-1.4831,0.7438,-0.2598,1.3783,1.0737,0.6275,-2.2615,-0.1413,-1.3187,-0.9123,0.5876,-1.2415,0.0544,0.6813,-0.9946,-0.4008,0.1287,-2.1166,-0.2445
TCGA-BH-A1FG,not_cohort,-1.1471,0.759,1.1808,0.6791,1.1455,-1.3936,-0.8594,-0.9512,-0.005,-0.114,-0.4289,1.2359,0.9659,-0.7449,-1.1534,0.1003,-0.6417,-0.8563,-0.9244,0.3169,2.0511,-0.6229,-0.0753,-0.654,-1.0101,0.6921,-0.205,-0.0484
TCGA-BH-A201,not_cohort,0.9817,0.46,0.3136,0.2772,-0.2087,0.2091,1.3318,0.3523,0.1855,-0.2046,-0.148,-0.0371,1.1356,0.3835,0.7249,1.2302,0.6007,-0.4925,-0.0999,0.6894,1.3539,-0.3419,0.0774,-0.8538,-0.1567,0.7758,1.2078,-0.0476
TCGA-BH-A28O,not_cohort,1.1931,-0.1846,-0.3469,-0.1391,0.0468,-2.2878,2.0484,0.9642,-1.5614,-0.054,0.3101,0.1832,0.0128,1.6954,-0.6676,1.4162,2.4428,0.2398,1.0985,0.4503,-0.3089,0.0102,-0.9663,0.4617,-1.0082,-0.5925,1.3996,1.0965
TCGA-BH-A28Q,cohort,0.048,-2.7752,0.4448,0.5287,-0.6305,-1.2382,-0.3053,-0.975,-0.2812,0.2068,0.7057,-0.1204,1.1147,0.5436,0.3339,0.0061,0.0072,0.17545,0.1447,-0.1579,-0.3514,0.1397,-0.7956,-0.1133,-0.9747,-0.186,-0.2167,0.6947
TCGA-BH-A2L8,not_cohort,-0.4055,-0.7114,-0.1988,-0.1602,0.6652,-0.8446,0.9048,0.1842,-0.2539,-0.3516,0.703,-0.0359,0.8424,0.4547,0.0284,0.3708,0.2092,1.1196,0.2664,-0.0406,-0.3159,1.1895,1.0918,1.5673,0.0101,-0.0837,0.2638,0.8558
TCGA-BH-A42V,not_cohort,0.416,0.0989,-0.2724,0.2437,-0.0599,-1.639,0.765,0.6264,-0.7448,0.2509,0.2154,0.5659,0.7836,1.0618,-0.7892,1.2098,0.8124,0.876,1.602,0.5944,0.1646,0.3041,-0.6431,0.612,-1.1424,-0.2624,0.935,1.2702
TCGA-BH-A5IZ,not_cohort,0.8072,0.106,-0.4246,-1.5915,1.2743,1.5672,-0.7926,0.8108,1.4719,-0.3716,0.6012,0.2097,-1.6399,1.1699,-0.8927,0.777,-0.9054,-0.5365,-0.6643,1.0358,0.3732,-1.1271,0.0945,-1.0417,-0.2918,-0.0722,1.2813,0.3105
TCGA-BH-A5J0,not_cohort,-1.2526,0.0991,0.5937,0.3386,-0.0776,-0.5775,1.204,1.3382,-0.5103,-0.531,-0.1459,0.5504,-0.2909,-0.7053,0.4732,0.5161,0.2183,0.2432,0.3871,1.0081,-0.7076,0.1635,1.7232,1.1604,0.345,0.875,0.0855,0.2385
TCGA-BH-A6R8,not_cohort,-2.0108,1.0271,0.4051,0.401,0.7562,-1.5362,-1.6666,-0.8861,-0.0501,-0.0049,-0.1998,0.8797,0.7172,-2.0374,-0.8374,-0.5166,-0.6175,-0.2167,-0.8595,-2.3119,0.2469,-0.2815,0.6339,0.2845,-1.1239,1.7827,-1.2842,-1.9365
TCGA-BH-A6R9,not_cohort,1.3971,-2.1303,-1.3242,-2.1404,-0.3708,-0.4139,1.6428,2.2203,0.5649,-1.341,0.5001,-3.5905,-0.7278,0.1541,1.8277,0.8109,2.8331,-0.44,0.0387,-1.1851,0.8233,0.9605,1.2725,0.4638,-0.4355,-0.9872,1.6443,0.0627
TCGA-BH-A8FY,not_cohort,-1.367,-1.7693,0.7896,0.4285,-0.6652,-0.8201,-0.6203,-1.2435,-1.4446,-0.2569,-0.4081,0.6818,0.8444,-2.2012,-2.4504,0.4522,-1.5979,-1.1279,0.3076,0.4851,0.6811,-0.9318,-0.4984,-1.7516,-1.0581,0.6865,0.2049,1.1924
TCGA-BH-A8G0,cohort,0.07485,-1.1218,0.243,0.1563,-0.0123,-2.1169,0.8752,1.3591,-1.2662,0.1036,0.0461,-0.1398,0.745,0.7073,-0.0029,1.0152,1.3679,0.5315,1.1474,0.292,1.0848,1.0659,2.4962,0.7779,-0.7455,-0.3386,1.0019,0.3875
TCGA-BH-AB28,not_cohort,0.0264,-0.1276,0.7313,0.4935,-0.6958,-0.3274,-0.0267,-0.4254,-1.4621,0.7668,0.9265,0.6801,0.832,1.1658,-0.1596,0.1951,-0.0287,1.2878,0.2804,0.5773,0.1506,0.528,-0.1718,0.4684,-0.147,-0.1547,0.2424,-0.3117
TCGA-C8-A12M,not_cohort,-0.794,0.8353,1.0148,0.9824,-0.0119,-0.2147,-0.89,-1.0812,0.8574,0.4245,1.1292,0.4131,-0.7315,0.8994,-0.8468,-1.7731,-0.8101,0.4458,-0.1221,-3.5877,-2.3266,0.0229,-1.4758,0.0647,-1.2584,-0.7167,-1.71,0.1463
TCGA-C8-A12N,not_cohort,-0.3759,-0.1805,0.5934,0.5845,0.1468,-1.2908,0.9878,0.3573,-0.0848,-0.6924,0.9758,0.646,0.9956,-1.0089,1.633,-0.2725,0.8247,-1.0921,-0.6389,0.4169,1.1034,0.097,0.2271,-0.6215,0.636,1.0685,-0.3767,0.4752
TCGA-C8-A12O,not_cohort,0.6478,0.4834,0.3034,-0.4696,-1.0125,0.4404,1.087,0.1675,-0.7917,-0.4226,-0.1421,0.1736,0.604,0.3404,1.4723,0.3611,0.7366,-0.1286,-0.2338,0.6058,0.6821,0.7906,0.8781,0.1199,0.1467,-0.1474,0.4231,-0.8517
TCGA-C8-A12U,not_cohort,-0.8824,1.2498,0.1571,0.6055,4.2017,0.4511,-1.4119,-1.4314,1.0272,-0.604,1.2442,0.1899,-0.8443,-0.5037,-1.4409,-0.6883,-1.7703,0.4618,-0.8535,-2.9858,-2.2296,0.2498,0.1151,0.6785,-1.2584,-0.2222,-0.7874,-1.1059
TCGA-C8-A12W,not_cohort,-0.0349,1.3943,0.1243,0.3976,-0.0415,0.8021,0.7262,0.385,-0.4804,0.0942,0.8227,1.2382,0.2884,-0.2793,1.431,-0.0253,-0.0963,-0.4544,0.0721,0.8544,-0.8638,0.308,1.0668,-0.0676,-0.9416,2.7629,-0.1036,-1.0295
TCGA-C8-A12X,not_cohort,-1.2592,1.1513,0.6601,0.9323,-0.7158,-0.0908,0.3812,-0.4176,0.5418,-0.6312,0.5716,0.9779,0.2011,-0.7947,-0.8097,-1.6335,-0.7039,-1.1868,-0.032,-0.7707,-0.0908,-0.7841,0.1959,-0.5768,-0.8538,-0.2875,-2.3835,-1.5357
TCGA-C8-A1HG,not_cohort,-1.5998,0.2407,0.5112,0.225,1.608,0.4012,0.1395,-0.2362,0.7906,-1.5598,0.1691,-0.9885,0.9427,0.6599,-0.2387,-0.0076,0.2457,0.7161,-1.6211,-1.841,-1.3295,0.7849,0.6882,1.1396,-1.0088,-1.1665,-0.0869,-0.2947
TCGA-C8-A1HI,not_cohort,0.5811,0.2378,0.3503,0.5981,1.2293,-1.1866,1.1257,0.0908,-0.0383,0.3113,0.045,0.358,0.2469,-1.0009,-0.9533,1.0823,0.9528,-0.9158,-0.9952,-0.4606,0.7968,-0.6604,-0.6999,-0.5941,-0.5919,0.5098,0.7764,0.0012
TCGA-C8-A1HM,not_cohort,-1.9508,0.7366,0.9624,0.4598,0.4271,1.2891,-1.9037,-1.004,-0.2431,-0.5922,1.4608,-0.0187,0.0423,-0.3149,0.4448,-2.017,-1.287,1.0321,-1.0616,-2.5049,-0.7974,1.487,0.9245,1.534,-0.0177,0.6102,-1.8949,-2.0197
TCGA-C8-A1HO,not_cohort,-1.1174,0.8985,0.5758,1.4153,2.1615,0.4396,-0.6801,-1.641,0.6628,-1.419,0.0291,-1.0998,-0.3061,0.6887,-0.9019,-2.3377,-0.5569,-0.793,-1.0274,-2.5691,0.0189,-0.5489,-0.8452,-0.5119,-1.2584,-1.6528,-2.2249,-0.033
TCGA-C8-A26V,not_cohort,-1.1071,-0.0247,0.5569,0.7867,-1.2288,-0.0372,-0.7012,-1.0856,2.2927,-1.1023,-0.6111,-0.0646,0.8864,-1.6523,0.3314,-0.1766,-0.3601,-1.1843,-0.2123,0.7378,0.2334,-0.3533,-0.3977,-0.4514,1.5506,0.2191,-0.3023,-1.645
TCGA-C8-A26Z,not_cohort,-0.3075,1.559,1.4012,0.4599,0.9212,-0.1302,-0.4147,-0.7706,-0.0785,0.3529,-0.5284,0.9466,-0.8354,-0.3522,0.3241,-0.4287,0.2297,-0.5404,-0.8873,-2.2965,1.3089,-1.215,-0.6,-1.1765,-1.2584,0.9996,-0.5062,-0.616
TCGA-C8-A273,not_cohort,-0.148,1.1563,0.5012,1.058,0.5783,0.2001,0.5453,-0.3242,1.512,-0.7807,0.3561,0.2366,0.2229,-0.8967,0.6983,0.5366,0.1488,-1.0712,-0.2089,-1.1066,-1.1064,-0.8437,0.2708,-0.5741,-0.9719,1.432,0.4115,-1.2545
TCGA-C8-A274,not_cohort,-0.8527,-2.0453,0.9539,0.4073,-1.5514,0.5514,-0.9373,-1.7722,1.3523,0.0211,0.449,0.4907,-0.6489,-1.6492,0.1231,-1.3072,-1.2201,-1.2432,-0.8346,0.9062,-0.2157,-0.6641,-0.8891,-1.1424,-1.2584,-0.173,-1.6532,-0.071
TCGA-C8-A27A,not_cohort,-0.3081,0.5345,0.4067,0.6614,1.025,1.8707,-0.0847,-1.4798,2.0958,-0.7757,0.6835,0.1138,0.463,1.4793,-0.0595,-1.0057,0.0749,-0.7584,-0.9708,-0.2485,-3.1581,-0.6647,-1.0046,-1.0331,-0.9375,-1.0439,-0.9509,-0.7864
TCGA-C8-A8HQ,not_cohort,0.0605,0.6851,-0.0966,-0.4602,0.2826,0.5012,0.3778,0.6327,0.621,-0.0053,0.4454,0.8031,0.0346,-0.5092,1.071,0.317,0.6359,0.8412,-0.1283,0.5611,0.0996,0.4033,0.8003,0.5559,-0.5315,1.1387,0.0783,-0.7953
TCGA-D8-A13Y,not_cohort,1.0446,-0.1257,0.0477,-1.251,-0.9711,1.8699,-0.6251,-1.308,-0.598,-2.2134,-1.9953,-3.3097,0.3432,-0.643,-0.4598,-2.3205,-0.2283,-1.5161,-0.9808,-1.1402,-0.9028,-1.8646,-1.1719,-3.4528,1.2993,-0.5357,-2.0492,-2.1141
TCGA-D8-A141,not_cohort,0.2913,-0.8856,0.1418,0.1128,-1.2668,-0.1756,0.9608,1.1357,0.0725,-0.2325,0.8843,0.129,0.9394,0.491,1.7076,-0.147,1.1924,1.6393,0.1642,0.1687,0.0704,1.6441,0.8789,1.4735,0.8379,-0.1561,-0.2132,0.4701
TCGA-D8-A145,cohort,0.162083333,0.5682,0.7846,0.398,-0.849,-0.6542,0.5405,0.3067,-0.4692,-0.1172,0.0196,-0.3071,-0.3067,0.3179,-0.5935,0.728,0.7501,0.41555,0.885,0.0055,-0.5267,0.3743,-0.5262,0.1881,-0.3543,-0.9721,0.7122,-0.1102
TCGA-D8-A146,cohort,0.062683333,0.4189,0.9214,0.3642,-0.3525,-0.485,0.7622,0.3799,-0.1457,-0.5803,-0.3221,-1.0814,1.0377,-1.2089,0.9918,0.6815,0.6372,0.6806,0.381,-0.0679,0.2684,0.5449,-0.0984,0.0164,-1.0803,-1.0824,0.4691,-0.7633
TCGA-D8-A1J8,not_cohort,0.1158,0.6868,0.8659,0.3431,-0.9925,0.664,-0.2063,-0.2983,1.347,-1.6732,0.2983,-0.853,-0.6772,-1.7511,0.9133,-0.8377,0.742,0.4974,-1.3608,-0.1667,0.6587,1.3203,1.2001,0.9452,1.8217,-0.2879,-0.7493,-0.8518
TCGA-D8-A1JC,not_cohort,0.152,0.9053,0.9376,0.6418,0.4172,0.4775,-0.1584,-0.4582,1.4236,-0.2757,-0.8813,0.0601,0.2324,-0.4589,0.722,0.2934,0.1839,-0.196,0.1398,-1.4388,-0.3601,0.5198,0.2494,0.1175,-0.7227,0.6865,0.4082,-2.6195
TCGA-D8-A1JD,not_cohort,0.0212,0.2205,0.3325,0.2582,-1.5146,1.2161,0.3894,-0.1759,1.21,-0.1374,-0.6126,0.1821,0.7073,0.2487,1.2838,-0.0074,0.3639,-0.6946,-0.7433,0.5362,-0.6554,0.7302,0.7392,-0.025,-0.5465,0.1325,0.0522,0.0137
TCGA-D8-A1JE,not_cohort,-0.0498,0.5886,0.9955,0.6957,0.5435,0.3567,-0.0107,0.2954,-0.0722,-0.8919,-0.0931,-1.1199,1.0533,-1.6597,1.2248,-1.6616,1.2586,-1.1176,0.0749,-0.3547,0.2103,0.4853,0.7925,-0.3909,-0.9586,-0.614,-1.8878,0.3004
TCGA-D8-A1JH,cohort,0.0864,0.8445,0.6047,0.3984,-0.1796,-0.7805,0.4346,0.6047,0.2447,-0.0808,0.4957,0.1056,1.2583,-0.1822,0.7719,0.4085,0.821,0.1828,0.8056,0.2474,1.2847,0.6489,0.7412,0.2931,-1.2584,0.2881,0.4215,-0.4347
TCGA-D8-A1JI,not_cohort,-2.1476,-0.1387,0.6485,0.6523,0.0861,-1.8843,-1.8858,-2.2372,-0.9171,-0.4054,-1.1139,-0.0538,1.5257,-0.4804,-2.3146,-2.0121,-1.8643,-1.4124,-0.0906,-0.9673,0.3321,-0.4616,-0.1497,-0.8894,-0.7822,-1.5429,-2.2247,-0.4301
TCGA-D8-A1JJ,not_cohort,0.2331,0.607,0.6449,-0.0663,0.1505,1.1104,0.8287,0.5261,0.2833,-1.1111,1.1302,-0.7997,-0.3668,-0.8585,1.415,-2.2594,0.3042,-0.5745,-0.3937,0.1999,-0.9288,0.1155,0.5116,-0.5719,0.9456,0.3438,-1.8386,-0.9986
TCGA-D8-A1JK,not_cohort,1.8357,0.6561,-1.6195,-2.0518,0.2472,0.169,0.4557,0.4197,0.7718,-0.5286,-1.6871,0.0772,-0.3343,-1.0188,1.088,-0.7547,1.5001,-0.2362,0.145,1.1761,0.7275,0.738,1.5412,0.6426,2.495,-0.1,0.4318,-1.0301
TCGA-D8-A1JM,not_cohort,1.3034,0.3946,-0.3794,-0.5778,-2.2361,1.6366,-1.5771,-2.5224,1.6544,-0.5216,0.904,0.0028,-2.1143,1.1929,-0.899,-1.7968,1.9058,-0.6226,-0.5408,1.1498,0.1301,-0.0724,-1.567,0.2405,1.7781,-0.5701,1.677,-0.4082
TCGA-D8-A1JN,not_cohort,-1.35,-2.3556,0.9305,0.6663,-1.6612,-1.8056,-2.4942,-1.9251,1.9488,-0.1786,-0.6439,-4.0268,-1.2959,-1.6327,-2.2551,-1.6778,-2.3925,-0.5648,0.3222,-0.0176,0.3512,-0.0598,-1.0316,-0.0151,-1.2584,-1.3667,-1.6563,0.5714
TCGA-D8-A1JP,not_cohort,-0.5472,-0.214,0.9986,0.392,0.249,-0.7199,1.1984,0.4871,0.4104,-0.4835,-0.0479,-0.3912,-0.4007,0.9145,0.675,0.2564,0.6938,-0.8524,0.1635,-0.5938,1.5059,0.4061,0.7187,0.2463,-0.1635,-0.8897,0.142,0.5125
TCGA-D8-A1JS,not_cohort,-2.6535,-0.3034,0.6355,0.6192,0.0348,-2.1637,-0.3471,-2.0783,-0.0427,0.1738,0.4693,0.5597,1.1636,-2.486,-2.2324,-1.2346,-2.1107,-1.2793,-1.4872,-0.6549,0.2896,-1.926,-1.2335,-1.9137,0.5783,0.4451,-1.466,0.2681
TCGA-D8-A1JT,not_cohort,-1.7384,0.3689,0.9228,1.1824,1.7783,-0.5882,-1.0695,-1.6425,1.3077,-0.7602,-1.2398,-0.2355,1.2942,-0.9359,-0.8917,-0.3502,-0.6615,-0.8975,-2.0877,-1.335,0.885,-0.474,0.3138,-1.3231,-0.6,-0.6235,-0.332,-0.8519
